int	int	string	int	int	int	int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int
RefreshID	NPCID	NPCName	NPCType	NPCLv	MapID	Unknow1	Unknow2	HexPosNPCRefreshAreaChaseArea	PerRefreshNum	RefreshNum	NPCFace	Unknow3	RefreshTime	Unknow4	Unknow5	Unknow6	Unknow7	NPCRoute	StayMinTime	StayMaxTime	RefreshMark	Unknow9
Ë¢ÐÂµã±àºÅ	ID	Ãû×Ö	NPCÀàÐÍ	µÈ¼¶	ËùÔÚµØÍ¼	²»Ã÷	²»Ã÷	"Ê®Áù½øÖÆ×ø±êX,Y|¹ÖÎïË¢ÐÂ·¶Î§|×·»÷·¶Î§"	µ¥´ÎË¢¹ÖÊýÁ¿	Ë¢¹Ö×ÜÊýÁ¿	¹ÖÎïÃæÏò	²»Ã÷	Ë¢ÐÂÊ±¼ä	²»Ã÷	²»Ã÷	²»Ã÷	²»Ã÷	¹ÖÎïÂ·µã	Í£ÁôÊ±¼ä×îÐ¡	Í£ÁôÊ±¼ä×î´ó	Ë¢ÐÂ±êÊ¶	²»Ã÷
80207	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	66 00 00 00 20 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80251	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	48 00 00 00 5A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80252	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	47 00 00 00 5D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80253	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	4A 00 00 00 5C 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80254	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	4B 00 00 00 59 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80255	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	48 00 00 00 50 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80256	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	48 00 00 00 52 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80257	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	45 00 00 00 51 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80258	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	4A 00 00 00 51 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80259	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	4A 00 00 00 54 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80283	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	49 00 00 00 83 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80285	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3B 00 00 00 AA 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80286	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	49 00 00 00 85 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80287	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	4B 00 00 00 86 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80288	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	49 00 00 00 88 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80289	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	4B 00 00 00 89 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80305	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3B 00 00 00 81 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80306	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3B 00 00 00 83 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80307	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3D 00 00 00 84 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80308	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3B 00 00 00 86 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80309	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	39 00 00 00 84 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80310	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3B 00 00 00 AC 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80311	10902001	À×Ñ×Ê¨	2	350	10090	0	1	38 00 00 00 AB 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80312	10902001	À×Ñ×Ê¨	2	350	10090	0	1	39 00 00 00 AD 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80313	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3B 00 00 00 AE 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80314	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3B 00 00 00 B4 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80315	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3C 00 00 00 B6 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80316	10902001	À×Ñ×Ê¨	2	350	10090	0	1	39 00 00 00 B6 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80317	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3B 00 00 00 B8 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80318	10902001	À×Ñ×Ê¨	2	350	10090	0	1	3E 00 00 00 B7 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80319	10902001	À×Ñ×Ê¨	2	350	10090	0	1	42 00 00 00 B3 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80320	10902001	À×Ñ×Ê¨	2	350	10090	0	1	44 00 00 00 B4 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80231	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	67 00 00 00 4D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80232	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	65 00 00 00 4D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80233	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	63 00 00 00 4E 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80234	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	65 00 00 00 50 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80235	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	65 00 00 00 46 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80236	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	66 00 00 00 47 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80237	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	66 00 00 00 44 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80238	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	68 00 00 00 45 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80239	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	68 00 00 00 43 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80240	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	3F 00 00 00 4B 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80241	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	41 00 00 00 4A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80242	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	40 00 00 00 4D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80243	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	3E 00 00 00 4E 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80244	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	42 00 00 00 4D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80245	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	3F 00 00 00 55 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80246	10901004	Ç¹Éñ»¤ÎÀ	2	340	10090	0	1	41 00 00 00 57 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80297	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	44 00 00 00 82 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80298	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	42 00 00 00 80 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80299	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	44 00 00 00 7F 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80300	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	41 00 00 00 79 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80301	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3F 00 00 00 7B 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80302	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3E 00 00 00 79 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80303	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3D 00 00 00 7B 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80304	10901005	ÃÎ¾³Ö®ÀÇ	2	350	10090	0	1	3B 00 00 00 79 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80321	10902001	À×Ñ×Ê¨	2	350	10090	0	1	44 00 00 00 B2 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80322	10902001	À×Ñ×Ê¨	2	350	10090	0	1	41 00 00 00 B1 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80323	10902001	À×Ñ×Ê¨	2	350	10090	0	1	43 00 00 00 B0 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80324	10902001	À×Ñ×Ê¨	2	350	10090	0	1	40 00 00 00 A9 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80325	10902001	À×Ñ×Ê¨	2	350	10090	0	1	42 00 00 00 A7 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80326	10902001	À×Ñ×Ê¨	2	350	10090	0	1	42 00 00 00 A9 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80327	10902001	À×Ñ×Ê¨	2	350	10090	0	1	44 00 00 00 A9 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80328	10902001	À×Ñ×Ê¨	2	350	10090	0	1	43 00 00 00 AB 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80329	10902001	À×Ñ×Ê¨	2	350	10090	0	1	48 00 00 00 AB 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80330	10902001	À×Ñ×Ê¨	2	350	10090	0	1	4A 00 00 00 AC 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80331	10902001	À×Ñ×Ê¨	2	350	10090	0	1	48 00 00 00 AE 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80332	10902001	À×Ñ×Ê¨	2	350	10090	0	1	4A 00 00 00 AF 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80333	10902001	À×Ñ×Ê¨	2	350	10090	0	1	49 00 00 00 B1 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80530	10904001	ÉñÃØÀÏÈË	0	300	10090	0	1	A5 00 00 00 31 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80532	10904002	±¾ÐÄÖ®»ê	0	300	10090	0	1	96 00 00 00 22 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80533	10904003	Ìì»úÕæÈË	0	310	10090	0	1	74 00 00 00 12 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80534	10904004	Ê¶Ö®»ê	0	310	10090	0	1	62 00 00 00 22 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80535	10904005	ãå·çÕæÈË	0	320	10090	0	1	76 00 00 00 3F 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80536	10904006	¼²Ö®»ê	0	320	10090	0	1	5F 00 00 00 55 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80537	10904007	¸¡¹âÕæÈË	0	330	10090	0	1	4C 00 00 00 4A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80538	10904008	Ò«Ö®»ê	0	330	10090	0	1	3C 00 00 00 5F 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80539	10904009	ÆÆÖñÕæÈË	0	340	10090	0	1	4C 00 00 00 7C 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80540	10904010	ÁÙÖ®»ê	0	340	10090	0	1	38 00 00 00 8E 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80541	10904011	¾¨ÍÌÕæÈË	0	350	10090	0	1	4D 00 00 00 A8 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80173	0	charName	0	0	10090	0	1	75 00 00 00 88 00 00 00 00 00 00 00 0E 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	90	0	
80174	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A3 00 00 00 17 00 00 00 00 00 00 00 0C 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80176	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A3 00 00 00 1A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80177	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A0 00 00 00 18 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80178	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A0 00 00 00 16 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80179	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A2 00 00 00 14 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80180	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A8 00 00 00 1A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80181	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	A9 00 00 00 1C 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80208	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	68 00 00 00 1F 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80209	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	67 00 00 00 1B 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80210	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	71 00 00 00 1F 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80211	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	73 00 00 00 1C 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80212	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	73 00 00 00 1E 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80213	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	70 00 00 00 1D 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80214	10901002	ÏÉÔµÂ¹	2	320	10090	0	1	6E 00 00 00 1E 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80215	10901003	ÁúöÞÕ½Ê¿	2	330	10090	0	1	76 00 00 00 4A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
80542	10904012	ÅôÖ®»ê	0	350	10090	0	1	36 00 00 00 B4 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
80192	10901001	»Ã½çÉñÓ¥	2	310	10090	0	1	9B 00 00 00 16 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	3000	0	0	1	0	 	5	5	0	0	
68498	90	±êÊ¶µã90	2	2	21070	0	1	0F 00 00 00 24 00 00 00 00 00 00 00 0C 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	90	0	
68500	91	±êÊ¶µã91	2	2	21070	0	1	8A 00 00 00 27 00 00 00 00 00 00 00 0C 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	91	0	
68502	92	±êÊ¶µã92	2	2	21070	0	1	2A 00 00 00 4A 00 00 00 00 00 00 00 0D 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	92	0	
68504	93	±êÊ¶µã93	2	2	21070	0	1	6A 00 00 00 45 00 00 00 00 00 00 00 0E 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	93	0	
68506	94	±êÊ¶µã94	2	2	21070	0	1	0E 00 00 00 69 00 00 00 00 00 00 00 0E 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	94	0	
68508	95	±êÊ¶µã95	2	2	21070	0	1	8B 00 00 00 69 00 00 00 00 00 00 00 0D 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	95	0	
68512	20102001	¾«Ó¢ÀÇÖë	2	100	21070	0	1	2E 00 00 00 24 00 00 00 03 00 00 00 10 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68518	20102001	¾«Ó¢ÀÇÖë	2	100	21070	0	1	2E 00 00 00 29 00 00 00 03 00 00 00 10 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68526	20102002	¾«Ó¢ÓãÑý	2	140	21070	0	1	6F 00 00 00 25 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68534	20102003	¾«Ó¢º£Ê¯¾«	2	155	21070	0	1	0A 00 00 00 49 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68536	20102004	¾«Ó¢º£Å£	2	175	21070	0	1	8B 00 00 00 4A 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68514	20102001	¾«Ó¢ÀÇÖë	2	100	21070	0	1	32 00 00 00 28 00 00 00 03 00 00 00 10 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68520	20102002	¾«Ó¢ÓãÑý	2	140	21070	0	1	6B 00 00 00 29 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68528	20102003	¾«Ó¢º£Ê¯¾«	2	155	21070	0	1	0D 00 00 00 4D 00 00 00 03 00 00 00 0A 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68530	20102003	¾«Ó¢º£Ê¯¾«	2	155	21070	0	1	0D 00 00 00 49 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68544	20102005	¾«Ó¢º£¶·Ê¿	2	210	21070	0	1	2C 00 00 00 67 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68540	20102004	¾«Ó¢º£Å£	2	175	21070	0	1	8D 00 00 00 47 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68542	20102004	¾«Ó¢º£Å£	2	175	21070	0	1	8C 00 00 00 44 00 00 00 03 00 00 00 0C 00 00 00	2	2	0	0	60000	0	0	1	0	 	5	5	0	0	
68510	96	±êÊ¶µã96	2	2	21070	0	1	4C 00 00 00 71 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	96	0	
68516	20102001	¾«Ó¢ÀÇÖë	2	100	21070	0	1	33 00 00 00 24 00 00 00 03 00 00 00 10 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68522	20102002	¾«Ó¢ÓãÑý	2	140	21070	0	1	6F 00 00 00 29 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68524	20102002	¾«Ó¢ÓãÑý	2	140	21070	0	1	6C 00 00 00 25 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68532	20102003	¾«Ó¢º£Ê¯¾«	2	155	21070	0	1	0A 00 00 00 4D 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68538	20102004	¾«Ó¢º£Å£	2	175	21070	0	1	89 00 00 00 47 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68546	20102005	¾«Ó¢º£¶·Ê¿	2	210	21070	0	1	29 00 00 00 6B 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68548	20102005	¾«Ó¢º£¶·Ê¿	2	210	21070	0	1	2F 00 00 00 6B 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68550	20102005	¾«Ó¢º£¶·Ê¿	2	210	21070	0	1	2C 00 00 00 6F 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68552	20102006	¾«Ó¢µØÁú	2	230	21070	0	1	6D 00 00 00 6C 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68554	20102006	¾«Ó¢µØÁú	2	230	21070	0	1	6A 00 00 00 6A 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68556	20102006	¾«Ó¢µØÁú	2	230	21070	0	1	6C 00 00 00 68 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
68558	20102006	¾«Ó¢µØÁú	2	230	21070	0	1	6F 00 00 00 69 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	60000	0	0	1	0	 	5	5	0	0	
63351	20202007	¾«Ó¢Á÷É³öù	2	400	21100	0	1	61 00 00 00 92 00 00 00 03 00 00 00 0A 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63361	20202006	¾«Ó¢ÏÉÈËÕÆ	2	355	21100	0	1	7F 00 00 00 85 00 00 00 03 00 00 00 0A 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63363	20202005	¾«Ó¢É³·Ë	2	350	21100	0	1	39 00 00 00 85 00 00 00 03 00 00 00 0A 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63371	20202004	¾«Ó¢»ÄÄ®±ª	2	305	21100	0	1	24 00 00 00 66 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63375	20202004	¾«Ó¢»ÄÄ®±ª	2	305	21100	0	1	23 00 00 00 5A 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63381	20202003	¾«Ó¢»ðÅ£	2	300	21100	0	1	AB 00 00 00 68 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63383	20202003	¾«Ó¢»ðÅ£	2	300	21100	0	1	AA 00 00 00 78 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
63385	20202003	¾«Ó¢»ðÅ£	2	300	21100	0	1	A7 00 00 00 69 00 00 00 03 00 00 00 0C 00 00 00	1	1	0	0	600000	0	0	1	0	 	5	5	0	0	
