int	int	int	int[]	string
30301214	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301215	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301216	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301217	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301218	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301219	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301220	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301221	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301222	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301223	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301001	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301002	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301003	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301004	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301005	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301006	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301007	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301008	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301009	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301010	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301011	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301012	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301013	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301014	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301015	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301016	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301017	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301018	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301019	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301020	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301021	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301022	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301023	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301024	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301025	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301026	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301027	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301028	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301029	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301030	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301031	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301032	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301033	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301034	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301035	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301036	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301037	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301038	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301039	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301040	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301041	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301042	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301043	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301044	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301045	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301046	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301047	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301048	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301049	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301050	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301051	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301052	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301053	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301054	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301055	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301056	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301057	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301058	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301059	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301060	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301061	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301062	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301063	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301064	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301065	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301066	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301067	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301068	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301069	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301070	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301071	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301072	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301073	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301074	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301075	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301076	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301077	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301078	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301079	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301080	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301081	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301082	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301083	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301084	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301085	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301086	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301087	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301088	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301089	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301090	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301091	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301092	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301093	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301094	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301095	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301096	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301097	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301098	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301099	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301100	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301101	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301102	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301103	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301104	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301105	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301106	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301107	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301108	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301109	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301110	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301111	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301112	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301113	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301114	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301115	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301116	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301117	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301118	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301119	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301120	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301121	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301122	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301123	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301124	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301125	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301126	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301127	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301128	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301129	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301130	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301131	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301132	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301133	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301134	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301135	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301136	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301137	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301138	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301139	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301140	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301141	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301142	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301143	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301144	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301145	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301146	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301147	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301148	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301149	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301150	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301151	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301152	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301153	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301154	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301155	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301156	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301157	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301158	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301159	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301160	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301161	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301162	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301163	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301164	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301165	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301166	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301167	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301168	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301169	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301170	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301171	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301172	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301173	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301174	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301175	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301176	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301177	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301178	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301179	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301180	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301181	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301182	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301183	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301184	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301185	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301186	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301187	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301188	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301189	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301190	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301191	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301192	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301193	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301194	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301195	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301196	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301197	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301198	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301199	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301200	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301201	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301202	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301203	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301204	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301205	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301206	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301207	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301208	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301209	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301210	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301211	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301212	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301213	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301214	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301215	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301216	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301217	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301218	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301219	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301220	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301221	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301222	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301223	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301001	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301002	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301003	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301004	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301005	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301006	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301007	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301008	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301009	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301010	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301011	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301012	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301013	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301014	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301015	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301016	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301017	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301018	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301019	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301020	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301021	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301022	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301023	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301024	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301025	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301026	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301027	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301028	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301029	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301030	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301031	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301032	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301033	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301034	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301035	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301036	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301037	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301038	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301039	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301040	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301041	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301042	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301043	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301044	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301045	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301046	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301047	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301048	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301049	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301050	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301051	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301052	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301053	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301054	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301055	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301056	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301057	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301058	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301059	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301060	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301061	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301062	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301063	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301064	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301065	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301066	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301067	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301068	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301069	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301070	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301071	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301072	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301073	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301074	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301075	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301076	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301077	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301078	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301079	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301080	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301081	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301082	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301083	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301084	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301085	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301086	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301087	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301088	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301089	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301090	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301091	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301092	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301093	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301094	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301095	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301096	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301097	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301098	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301099	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301100	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301101	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301102	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301103	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301104	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301105	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301106	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301107	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301108	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301109	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301110	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301111	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301112	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301113	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301114	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301115	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301116	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301117	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301118	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301119	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301120	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301121	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301122	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
30301123	2	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M705
30301124	2	2	9073|10671|20671|10651|20651|20654|3803|3802	Body_M042
30301125	2	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M049
30301126	2	2	9073|10871|20871|10851|20851|3804|3803|3802	Body_M056
30301127	1	1	3801|8045|10471|20471|10474|4611|4612|194	Body_M006
30301128	2	1	3802|3801|8045|10471|20471|4611|4612|194	Body_M031
30301129	1	2	10451|10452|10454|10455|20451|20452|20454|20455	Body_M126
30301130	1	2	10451|10452|10454|20451|20452|20454|20453|3801	Body_M128
30301131	1	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M129
30301132	1	2	9073|10571|20571|10551|20551|20554|3802|3801	Body_M132
30301133	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M133
30301134	1	2	9073|10671|20671|10651|20651|20654|3802|3801	Body_M134
30301135	1	2	9073|10771|20771|10751|20751|20754|3803|3802	Body_M135
30301136	2	2	10571|20571|10574|20574|10551|20551|3802|3801	Body_M028
