string	string	int	int	int	int	int	string	string	string	string	string	int	string
4102	ms_name_4102	4	10504005	200	1	0	{"1": "info_4102_0_1_msg", "0": "info_4102_0_0_msg"}	{"1": {"-": "info_4102_0_1_reward_0"}, "0": {"-": "info_4102_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4102_0_1_0_msg"}, "0": {"0": "m_info_4102_0_0_0_msg"}}	-	0	-
4200	ms_name_4200	17	10504005	150	1	0	{"1": "info_4200_0_1_msg", "0": "info_4200_0_0_msg"}	{"1": {"-": "info_4200_0_1_reward_0"}, "0": {"-": "info_4200_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4200_0_1_0_msg"}, "0": {"0": "m_info_4200_0_0_0_msg"}}	-	0	-
4201	ms_name_4201	17	10504005	150	1	0	{"1": "info_4201_0_1_msg", "0": "info_4201_0_0_msg"}	{"1": {"-": "info_4201_0_1_reward_0"}, "0": {"-": "info_4201_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4201_0_1_0_msg"}, "0": {"0": "m_info_4201_0_0_0_msg"}}	-	0	-
4202	ms_name_4202	17	10504005	160	1	0	{"1": "info_4202_0_1_msg", "0": "info_4202_0_0_msg"}	{"1": {"-": "info_4202_0_1_reward_0"}, "0": {"-": "info_4202_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4202_0_1_0_msg"}, "0": {"0": "m_info_4202_0_0_0_msg"}}	-	0	-
4203	ms_name_4203	17	10504005	180	1	0	{"1": "info_4203_0_1_msg", "0": "info_4203_0_0_msg"}	{"1": {"-": "info_4203_0_1_reward_0"}, "0": {"-": "info_4203_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4203_0_1_0_msg"}, "0": {"0": "m_info_4203_0_0_0_msg"}}	-	0	-
4204	ms_name_4204	17	10504005	200	1	0	{"1": "info_4204_0_1_msg", "0": "info_4204_0_0_msg"}	{"1": {"-": "info_4204_0_1_reward_0"}, "0": {"-": "info_4204_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4204_0_1_0_msg"}, "0": {"0": "m_info_4204_0_0_0_msg"}}	-	0	-
4205	ms_name_4205	17	10504005	220	1	0	{"1": "info_4205_0_1_msg", "0": "info_4205_0_0_msg"}	{"1": {"-": "info_4205_0_1_reward_0"}, "0": {"-": "info_4205_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4205_0_1_0_msg"}, "0": {"0": "m_info_4205_0_0_0_msg"}}	-	0	-
4206	ms_name_4206	17	10504005	240	1	0	{"1": "info_4206_0_1_msg", "0": "info_4206_0_0_msg"}	{"1": {"-": "info_4206_0_1_reward_0"}, "0": {"-": "info_4206_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4206_0_1_0_msg"}, "0": {"0": "m_info_4206_0_0_0_msg"}}	-	0	-
4207	ms_name_4207	17	10504005	260	1	0	{"1": "info_4207_0_1_msg", "0": "info_4207_0_0_msg"}	{"1": {"-": "info_4207_0_1_reward_0"}, "0": {"-": "info_4207_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4207_0_1_0_msg"}, "0": {"0": "m_info_4207_0_0_0_msg"}}	-	0	-
4208	ms_name_4208	17	10504005	280	1	0	{"1": "info_4208_0_1_msg", "0": "info_4208_0_0_msg"}	{"1": {"-": "info_4208_0_1_reward_0"}, "0": {"-": "info_4208_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4208_0_1_0_msg"}, "0": {"0": "m_info_4208_0_0_0_msg"}}	-	0	-
4209	ms_name_4209	17	10504005	300	1	0	{"1": "info_4209_0_1_msg", "0": "info_4209_0_0_msg"}	{"1": {"-": "info_4209_0_1_reward_0"}, "0": {"-": "info_4209_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4209_0_1_0_msg"}, "0": {"0": "m_info_4209_0_0_0_msg"}}	-	0	-
