int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	string	string	string	int	int
60483	破甲精通	65465	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60484	破甲精通	65465	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60485	破甲精通	65465	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60486	破甲精通	65465	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60487	破甲精通	65465	23	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60488	破甲精通	65465	24	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60489	破甲精通	65465	25	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65465	-	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	冲锋的眩晕效果变成嘲讽效果，嘲讽效果持续3秒	被动技能	0	0
60505	珍品守护	65505	1	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60506	珍品守护	65505	2	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60507	珍品守护	65505	3	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60508	珍品守护	65505	4	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60509	珍品守护	65505	5	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60510	珍品守护	65505	6	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60511	珍品守护	65505	7	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60512	珍品守护	65505	8	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60513	珍品守护	65505	9	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60514	珍品守护	65505	10	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60515	珍品守护	65505	11	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60516	珍品守护	65505	12	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60517	珍品守护	65505	13	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60518	珍品守护	65505	14	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60519	珍品守护	65505	15	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60520	珍品守护	65505	16	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60521	珍品守护	65505	17	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60522	珍品守护	65505	18	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60523	珍品守护	65505	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60524	珍品守护	65505	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60525	珍品守护	65505	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60526	珍品守护	65505	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60527	珍品守护	65505	23	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60528	珍品守护	65505	24	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60529	珍品守护	65505	25	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65505	-	增加珍品防具增加的生命值300%	增加珍品防具增加的生命值300%	被动技能	0	0
60535	混沌气息	65535	1	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60536	混沌气息	65535	2	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60537	混沌气息	65535	3	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60538	混沌气息	65535	4	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60539	混沌气息	65535	5	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60540	混沌气息	65535	6	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60541	混沌气息	65535	7	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60542	混沌气息	65535	8	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60543	混沌气息	65535	9	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60544	混沌气息	65535	10	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60545	混沌气息	65535	11	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60546	混沌气息	65535	12	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60547	混沌气息	65535	13	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60548	混沌气息	65535	14	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60549	混沌气息	65535	15	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60550	混沌气息	65535	16	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60551	混沌气息	65535	17	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60552	混沌气息	65535	18	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60553	混沌气息	65535	19	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60554	混沌气息	65535	20	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60555	混沌气息	65535	21	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60556	混沌气息	65535	22	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60557	混沌气息	65535	23	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60558	混沌气息	65535	24	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60559	混沌气息	65535	25	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65535	-	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	使用紫气东来增加持续恢复效果，每秒恢复3.5%生命，持续3秒	被动技能	0	0
60565	混沌强化	65565	1	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60566	混沌强化	65565	2	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60567	混沌强化	65565	3	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60568	混沌强化	65565	4	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60569	混沌强化	65565	5	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60570	混沌强化	65565	6	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60571	混沌强化	65565	7	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60572	混沌强化	65565	8	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
60573	混沌强化	65565	9	25	8	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TB_JN_BD_65565	-	减少技能20%冷却时间	减少技能20%冷却时间	被动技能	0	0
