int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	int	string	string	int 	int 	int 	int 	string	int	int	int	int	int[]	string
30132	1	青云剑鞘	102	2	0	1	1	1	1	0	1	0	0	15	0	568	0	67	74	0	0	68	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系1阶1星紫色副手	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30133	1	青云天冠	103	3	0	1	1	1	1	0	1	0	0	15	0	452	0	6	359	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系1阶1星紫色帽子	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30134	1	青云玄衣	104	4	0	1	1	1	1	0	1	0	0	15	0	464	0	6	485	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系1阶1星紫色衣袍	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30135	1	青云束腰	105	5	0	1	1	1	1	0	1	0	0	15	0	308	0	6	233	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系1阶1星紫色腰带	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30136	1	青云华绔	106	6	0	1	1	1	1	0	1	0	0	15	0	456	0	6	431	0	0	8	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系1阶1星紫色下装	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30137	1	青云丝履	107	7	0	1	1	1	1	0	1	0	0	15	0	444	0	6	287	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系1阶1星紫色鞋履	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30141	1	青云飞剑	101	1	0	1	1	1	1	0	1	0	0	168	0	1824	0	67	137	0	0	68	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系1阶1星橙色武器	<%>	0	169	59	0	EquipPanel	3	1	0	0		
30142	1	青云剑鞘	102	2	0	1	1	1	1	0	1	0	0	168	0	1744	0	67	92	0	0	68	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系1阶1星橙色副手	<%>	0	146	52	0	EquipPanel	3	1	0	0		
30143	1	青云天冠	103	3	0	1	1	1	1	0	1	0	0	168	0	1384	0	6	542	0	0	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系1阶1星橙色帽子	<%>	0	157	55	0	EquipPanel	3	1	0	0		
30144	1	青云玄衣	104	4	0	1	1	1	1	0	1	0	0	168	0	1432	0	6	732	0	0	8	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系1阶1星橙色衣袍	<%>	0	180	63	0	EquipPanel	3	1	0	0		
30145	1	青云束腰	105	5	0	1	1	1	1	0	1	0	0	168	0	936	0	6	352	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系1阶1星橙色腰带	<%>	0	135	48	0	EquipPanel	3	1	0	0		
30146	1	青云华绔	106	6	0	1	1	1	1	0	1	0	0	168	0	1408	0	6	651	0	0	8	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系1阶1星橙色下装	<%>	0	169	59	0	EquipPanel	3	1	0	0		
30147	1	青云丝履	107	7	0	1	1	1	1	0	1	0	0	168	0	1352	0	6	434	0	0	8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系1阶1星橙色鞋履	<%>	0	146	52	0	EquipPanel	3	1	0	0		
30161	1	青云飞剑	101	1	0	1	1	1	1	0	1	0	0	840	0	5264	0	67	239	0	0	68	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系1阶1星红色武器	<%>	0	169	59	0	EquipPanel	3	1	0	0		
30162	1	青云剑鞘	102	2	0	1	1	1	1	0	1	0	0	840	0	5136	0	67	159	0	0	68	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系1阶1星红色副手	<%>	0	146	52	0	EquipPanel	3	1	0	0		
30163	1	青云天冠	103	3	0	1	1	1	1	0	1	0	0	840	0	4096	0	6	1109	0	0	8	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系1阶1星红色帽子	<%>	0	157	55	0	EquipPanel	3	1	0	0		
30164	1	青云玄衣	104	4	0	1	1	1	1	0	1	0	0	840	0	4176	0	6	1497	0	0	8	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系1阶1星红色衣袍	<%>	0	180	63	0	EquipPanel	3	1	0	0		
30165	1	青云束腰	105	5	0	1	1	1	1	0	1	0	0	840	0	2912	0	6	721	0	0	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系1阶1星红色腰带	<%>	0	135	48	0	EquipPanel	3	1	0	0		
30166	1	青云华绔	106	6	0	1	1	1	1	0	1	0	0	840	0	4128	0	6	1331	0	0	8	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系1阶1星红色下装	<%>	0	169	59	0	EquipPanel	3	1	0	0		
30167	1	青云丝履	107	7	0	1	1	1	1	0	1	0	0	840	0	4048	0	6	887	0	0	8	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系1阶1星红色鞋履	<%>	0	146	52	0	EquipPanel	3	1	0	0		
30201	2	青云飞剑	101	1	0	1	1	1	1	0	1	0	0	5	0	97	0	67	65	0	0	68	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶0星白色武器	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30202	2	青云剑鞘	102	2	0	1	1	1	1	0	1	0	0	5	0	90	0	67	43	0	0	68	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶0星白色副手	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30203	2	青云天冠	103	3	0	1	1	1	1	0	1	0	0	5	0	75	0	6	141	0	0	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶0星白色帽子	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30204	2	青云玄衣	104	4	0	1	1	1	1	0	1	0	0	5	0	77	0	6	191	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶0星白色衣袍	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30205	2	青云束腰	105	5	0	1	1	1	1	0	1	0	0	5	0	72	0	6	92	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶0星白色腰带	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30206	2	青云华绔	106	6	0	1	1	1	1	0	1	0	0	5	0	76	0	6	170	0	0	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶0星白色下装	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30207	2	青云丝履	107	7	0	1	1	1	1	0	1	0	0	5	0	73	0	6	113	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶0星白色鞋履	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30211	2	缠丝飞剑	101	1	0	1	1	1	1	0	1	0	0	5	0	292	0	67	104	0	0	68	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶0星蓝色武器	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30212	2	缠丝剑鞘	102	2	0	1	1	1	1	0	1	0	0	5	0	284	0	67	69	0	0	68	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶0星蓝色副手	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30213	2	缠丝天冠	103	3	0	1	1	1	1	0	1	0	0	5	0	226	0	6	282	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶0星蓝色帽子	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30214	2	缠丝玄衣	104	4	0	1	1	1	1	0	1	0	0	5	0	232	0	6	380	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶0星蓝色衣袍	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30215	2	缠丝束腰	105	5	0	1	1	1	1	0	1	0	0	5	0	154	0	6	183	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶0星蓝色腰带	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30216	2	缠丝华绔	106	6	0	1	1	1	1	0	1	0	0	5	0	228	0	6	338	0	0	8	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶0星蓝色下装	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30217	2	缠丝丝履	107	7	0	1	1	1	1	0	1	0	0	5	0	222	0	6	225	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶0星蓝色鞋履	<%>	0	1	1	0	EquipPanel	3	0	0	0		
30221	2	缠丝飞剑	101	1	0	1	1	1	1	0	1	0	0	15	0	912	0	67	167	0	0	68	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶0星紫色武器	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30222	2	缠丝剑鞘	102	2	0	1	1	1	1	0	1	0	0	15	0	872	0	67	111	0	0	68	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶0星紫色副手	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30223	2	缠丝天冠	103	3	0	1	1	1	1	0	1	0	0	15	0	692	0	6	593	0	0	8	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶0星紫色帽子	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30224	2	缠丝玄衣	104	4	0	1	1	1	1	0	1	0	0	15	0	716	0	6	801	0	0	8	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶0星紫色衣袍	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30225	2	缠丝束腰	105	5	0	1	1	1	1	0	1	0	0	15	0	468	0	6	385	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶0星紫色腰带	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30226	2	缠丝华绔	106	6	0	1	1	1	1	0	1	0	0	15	0	704	0	6	712	0	0	8	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶0星紫色下装	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30227	2	缠丝丝履	107	7	0	1	1	1	1	0	1	0	0	15	0	676	0	6	474	0	0	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶0星紫色鞋履	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30231	2	缠丝飞剑	101	1	0	1	1	1	1	0	1	0	0	15	0	912	0	67	167	0	0	68	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶1星紫色武器	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30232	2	缠丝剑鞘	102	2	0	1	1	1	1	0	1	0	0	15	0	872	0	67	111	0	0	68	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶1星紫色副手	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30233	2	缠丝天冠	103	3	0	1	1	1	1	0	1	0	0	15	0	692	0	6	593	0	0	8	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶1星紫色帽子	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30234	2	缠丝玄衣	104	4	0	1	1	1	1	0	1	0	0	15	0	716	0	6	801	0	0	8	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶1星紫色衣袍	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30235	2	缠丝束腰	105	5	0	1	1	1	1	0	1	0	0	15	0	468	0	6	385	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶1星紫色腰带	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30236	2	缠丝华绔	106	6	0	1	1	1	1	0	1	0	0	15	0	704	0	6	712	0	0	8	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶1星紫色下装	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30237	2	缠丝丝履	107	7	0	1	1	1	1	0	1	0	0	15	0	676	0	6	474	0	0	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶1星紫色鞋履	<%>	0	1	1	0	EquipPanel	3	1	0	0		
30241	2	缠丝飞剑	101	1	0	1	1	1	1	0	1	0	0	218	0	912	0	67	210	0	0	68	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶1星橙色武器	<%>	0	246	85	0	EquipPanel	3	1	0	0		
30242	2	缠丝剑鞘	102	2	0	1	1	1	1	0	1	0	0	218	0	2568	0	67	139	0	0	68	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶1星橙色副手	<%>	0	225	78	0	EquipPanel	3	1	0	0		
30243	2	缠丝天冠	103	3	0	1	1	1	1	0	1	0	0	218	0	2048	0	6	894	0	0	8	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶1星橙色帽子	<%>	0	236	82	0	EquipPanel	3	1	0	0		
30244	2	缠丝玄衣	104	4	0	1	1	1	1	0	1	0	0	218	0	2088	0	6	1207	0	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶1星橙色衣袍	<%>	0	259	90	0	EquipPanel	3	1	0	0		
30245	2	缠丝束腰	105	5	0	1	1	1	1	0	1	0	0	218	0	1456	0	6	581	0	0	8	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶1星橙色腰带	<%>	0	214	74	0	EquipPanel	3	1	0	0		
30246	2	缠丝华绔	106	6	0	1	1	1	1	0	1	0	0	218	0	2064	0	6	1073	0	0	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶1星橙色下装	<%>	0	246	85	0	EquipPanel	3	1	0	0		
30247	2	缠丝丝履	107	7	0	1	1	1	1	0	1	0	0	218	0	2024	0	6	715	0	0	8	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶1星橙色鞋履	<%>	0	225	78	0	EquipPanel	3	1	0	0		
30261	2	缠丝飞剑	101	1	0	1	1	1	1	0	1	0	0	1090	0	7232	0	67	316	0	0	68	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系2阶1星红色武器	<%>	0	246	85	0	EquipPanel	3	1	0	0		
30262	2	缠丝剑鞘	102	2	0	1	1	1	1	0	1	0	0	1090	0	7136	0	67	210	0	0	68	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系2阶1星红色副手	<%>	0	225	78	0	EquipPanel	3	1	0	0		
30263	2	缠丝天冠	103	3	0	1	1	1	1	0	1	0	0	1090	0	5680	0	6	1522	0	0	8	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系2阶1星红色帽子	<%>	0	236	82	0	EquipPanel	3	1	0	0		
30264	2	缠丝玄衣	104	4	0	1	1	1	1	0	1	0	0	1090	0	5760	0	6	2055	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系2阶1星红色衣袍	<%>	0	259	90	0	EquipPanel	3	1	0	0		
30265	2	缠丝束腰	105	5	0	1	1	1	1	0	1	0	0	1090	0	4208	0	6	989	0	0	8	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系2阶1星红色腰带	<%>	0	214	74	0	EquipPanel	3	1	0	0		
30266	2	缠丝华绔	106	6	0	1	1	1	1	0	1	0	0	1090	0	5728	0	6	1826	0	0	8	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系2阶1星红色下装	<%>	0	246	85	0	EquipPanel	3	1	0	0		
30267	2	缠丝丝履	107	7	0	1	1	1	1	0	1	0	0	1090	0	5648	0	6	1217	0	0	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系2阶1星红色鞋履	<%>	0	225	78	0	EquipPanel	3	1	0	0		
30301	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	5	0	146	0	67	104	0	0	68	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶0星白色武器	<%>	0	252	88	0	EquipPanel	3	0	0	0		
30302	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	5	0	142	0	67	69	0	0	68	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶0星白色副手	<%>	0	246	85	0	EquipPanel	3	0	0	0		
30303	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	5	0	114	0	6	246	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶0星白色帽子	<%>	0	249	87	0	EquipPanel	3	0	0	0		
30304	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	5	0	117	0	6	332	0	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶0星白色衣袍	<%>	0	256	89	0	EquipPanel	3	0	0	0		
30305	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	5	0	111	0	6	159	0	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶0星白色腰带	<%>	0	243	84	0	EquipPanel	3	0	0	0		
30306	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	5	0	116	0	6	295	0	0	8	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶0星白色下装	<%>	0	252	88	0	EquipPanel	3	0	0	0		
30307	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	5	0	113	0	6	196	0	0	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶0星白色鞋履	<%>	0	246	85	0	EquipPanel	3	0	0	0		
30311	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	5	0	456	0	67	149	0	0	68	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶0星蓝色武器	<%>	0	278	98	0	EquipPanel	3	0	0	0		
30312	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	5	0	436	0	67	99	0	0	68	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶0星蓝色副手	<%>	0	262	92	0	EquipPanel	3	0	0	0		
30313	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	5	0	346	0	6	438	0	0	8	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶0星蓝色帽子	<%>	0	269	94	0	EquipPanel	3	0	0	0		
30314	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	5	0	358	0	6	592	0	0	8	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶0星蓝色衣袍	<%>	0	285	100	0	EquipPanel	3	0	0	0		
30315	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	5	0	234	0	6	285	0	0	8	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶0星蓝色腰带	<%>	0	252	88	0	EquipPanel	3	0	0	0		
30316	3	风云华绔	106	6	0	1	20	1	1	0	1	0	0	5	0	352	0	6	526	0	0	8	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_WQ	0	剑系3阶0星蓝色下装	<%>	0	278	98	0	EquipPanel	3	0	0	0		
30317	3	风云丝履	107	7	0	1	20	1	1	0	1	0	0	5	0	338	0	6	351	0	0	8	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_FS	0	剑系3阶0星蓝色鞋履	<%>	0	262	92	0	EquipPanel	3	0	0	0		
30321	3	风云飞剑	101	1	0	1	20	1	1	0	1	0	0	15	0	1316	0	67	220	0	0	68	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_MZ	0	剑系3阶0星紫色武器	<%>	0	298	105	0	EquipPanel	3	1	0	0		
30322	3	风云剑鞘	102	2	0	1	20	1	1	0	1	0	0	15	0	1284	0	67	146	0	0	68	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YF	0	剑系3阶0星紫色副手	<%>	0	272	95	0	EquipPanel	3	1	0	0		
30323	3	风云天冠	103	3	0	1	20	1	1	0	1	0	0	15	0	1024	0	6	814	0	0	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_YD	0	剑系3阶0星紫色帽子	<%>	0	285	100	0	EquipPanel	3	1	0	0		
30324	3	风云玄衣	104	4	0	1	20	1	1	0	1	0	0	15	0	1044	0	6	1099	0	0	8	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_KZ	0	剑系3阶0星紫色衣袍	<%>	0	311	110	0	EquipPanel	3	1	0	0		
30325	3	风云束腰	105	5	0	1	20	1	1	0	1	0	0	15	0	728	0	6	529	0	0	8	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_6_XZ	0	剑系3阶0星紫色腰带	<%>	0	259	90	0	EquipPanel	3	1	0	0		
